student id,Gender,scores submitted,SAT Reading Writing Range,SAT Math Range,ACT Composite Range,High School Ranking,GPA Range,Out of State Flag,Housing,Non-Traditional Student,Transfer Student,Full-Time
078-86-4260,Female,ACT,,,18-23,,3.75+,Yes,College Owned/Operated,Yes,No,Yes
807-59-2156,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
517-47-8938,Female,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,Yes,No,Yes
474-27-6239,Male,SAT,500-599,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
340-95-9023,Male,SAT,500-599,500-599,,Top Half,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
288-92-9264,Male,ACT,,,18-23,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
371-30-4219,Female,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
291-64-8271,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,No
605-84-4126,Male,SAT,500-599,400-499,,Top 10,3.50-3.74,No,College Owned/Operated,No,No,Yes
704-98-0703,Female,ACT,,,18-23,,3.00-3.24,Yes,Off-Campus,No,No,No
774-57-6445,Male,SAT,500-599,600-699,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
402-81-6741,Female,SAT,500-599,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
840-62-0011,Male,ACT,,,24-29,Bottom Half,3.25-3.49,No,Off-Campus,No,No,Yes
044-93-7893,Female,SAT,500-599,600-699,,,3.25-3.49,No,College Owned/Operated,Yes,No,Yes
035-78-0756,Male,SAT,600-699,400-499,,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
740-09-9509,Male,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
093-82-0581,Female,ACT,,,18-23,Top 10,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
682-53-6550,Male,ACT,,,24-29,Bottom Quarter,2.0-2.49,No,College Owned/Operated,No,No,Yes
569-92-1809,Female,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
009-75-9015,Female,ACT,,,12-17,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
865-02-4793,Female,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
968-95-3760,Male,ACT,,,18-23,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,No,No
122-86-3574,Male,SAT,600-699,600-699,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
787-01-7580,Male,ACT,,,12-17,,2.0-2.49,No,College Owned/Operated,No,No,Yes
862-11-2186,Female,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,No
217-24-6364,Female,ACT,,,24-29,Top Quarter,3.00-3.24,No,College Owned/Operated,Yes,No,Yes
445-63-2133,Male,ACT,,,24-29,,3.75+,No,College Owned/Operated,No,No,Yes
960-81-6561,Female,SAT,400-499,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
805-64-7895,Male,ACT,,,24-29,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
882-02-2162,Male,ACT,,,18-23,Top Half,1.0-1.99,No,College Owned/Operated,No,Yes,Yes
100-24-3148,Male,ACT,,,12-17,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
061-65-4479,Female,SAT,500-599,500-599,,Top 10,3.25-3.49,No,College Owned/Operated,No,No,Yes
578-81-7154,Female,SAT,500-599,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
063-65-7083,Male,SAT,500-599,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
846-63-0516,Female,ACT,,,24-29,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
873-10-4919,Male,SAT,500-599,600-699,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
760-66-4744,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
142-53-6067,Female,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,No
040-07-1823,Male,ACT,,,18-23,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
212-71-6956,Male,SAT,600-699,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
101-32-8864,Female,ACT,,,18-23,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
185-25-6556,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
924-30-6329,Male,SAT,700-800,400-499,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
157-15-0173,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
845-85-6223,Female,SAT,500-599,400-499,,,2.50-2.99,No,College Owned/Operated,No,No,No
898-40-4550,Female,SAT,500-599,400-499,,Top Half,2.50-2.99,No,College Owned/Operated,Yes,No,No
291-85-5594,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
199-86-9347,Female,SAT,500-599,600-699,,,3.25-3.49,No,Off-Campus,No,No,Yes
231-00-0873,Male,SAT,600-699,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
216-73-1174,Male,ACT,,,18-23,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,Yes
197-32-9853,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
466-82-9418,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,No
502-80-6719,Male,SAT,600-699,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
667-94-9334,Female,SAT,500-599,500-599,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
242-07-9192,Female,SAT,600-699,400-499,,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
821-12-9381,Male,ACT,,,24-29,Top Half,2.0-2.49,No,Off-Campus,No,No,No
541-03-3812,Male,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
901-03-6776,Male,ACT,,,30-36,,3.75+,No,Off-Campus,No,No,Yes
360-39-6595,Female,ACT,,,30-36,,3.25-3.49,No,College Owned/Operated,No,No,Yes
682-09-8602,Female,SAT,500-599,500-599,,Bottom Half,2.0-2.49,No,Off-Campus,No,No,No
751-76-3586,Male,SAT,500-599,500-599,,Top Half,3.00-3.24,No,Off-Campus,No,No,Yes
583-55-3424,Female,ACT,,,24-29,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,No
580-36-8159,Female,ACT,,,30-36,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,No
630-25-6123,Female,ACT,,,18-23,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,No,No
430-35-4956,Male,SAT,400-499,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
203-13-0476,Female,SAT,600-699,500-599,,,2.0-2.49,No,Off-Campus,No,No,Yes
303-78-0674,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,Yes
779-46-0347,Female,SAT,500-599,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
761-22-5159,Female,SAT,400-499,400-499,,Top 10,3.00-3.24,No,College Owned/Operated,No,No,Yes
639-03-5990,Male,ACT,,,18-23,,2.50-2.99,Yes,College Owned/Operated,No,No,No
109-27-3959,Male,SAT,400-499,400-499,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
454-31-3706,Female,SAT,500-599,600-699,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
253-11-9909,Female,ACT,,,30-36,Bottom Half,2.0-2.49,No,Off-Campus,No,No,Yes
184-97-2813,Male,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
195-59-3603,Female,ACT,,,12-17,Bottom Half,3.00-3.24,Yes,College Owned/Operated,No,No,No
834-48-1316,Female,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
845-14-9717,Female,ACT,,,24-29,,2.50-2.99,No,College Owned/Operated,No,No,Yes
136-18-9964,Trans,ACT,,,12-17,Top Half,3.50-3.74,No,Off-Campus,No,No,Yes
649-01-9962,Male,SAT,600-699,500-599,,,3.00-3.24,No,College Owned/Operated,Yes,No,Yes
384-54-5112,Female,ACT,,,18-23,Bottom Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
670-34-0406,Male,SAT,600-699,600-699,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
764-04-2048,Male,SAT,500-599,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,No
971-15-0085,Male,ACT,,,12-17,Bottom Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
480-65-5208,Female,SAT,500-599,500-599,,,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
638-68-1440,Female,ACT,,,18-23,Top Half,2.0-2.49,No,Off-Campus,No,No,Yes
945-00-5206,Male,ACT,,,12-17,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
725-90-2272,Male,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,Yes,No,Yes
179-60-9844,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,No,No,Yes
650-53-6226,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
969-79-4966,Male,ACT,,,24-29,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
477-96-2170,Female,ACT,,,12-17,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
244-28-8812,Male,ACT,,,24-29,Top Half,3.00-3.24,Yes,College Owned/Operated,No,No,No
736-57-3769,Male,ACT,,,30-36,Top Half,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
998-77-5559,Male,SAT,500-599,400-499,,,2.50-2.99,No,Off-Campus,No,No,No
356-97-1232,Male,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,No
124-20-8762,Male,ACT,,,24-29,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
859-61-8707,Male,SAT,500-599,500-599,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
946-71-7133,Female,SAT,500-599,500-599,,Top Half,3.00-3.24,No,College Owned/Operated,Yes,No,Yes
484-00-8323,Male,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
537-93-1260,Female,ACT,,,18-23,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
622-44-2459,Male,SAT,400-499,500-599,,,1.0-1.99,No,College Owned/Operated,No,No,Yes
895-88-5726,Male,ACT,,,12-17,,3.25-3.49,No,College Owned/Operated,No,No,Yes
675-78-8515,Female,SAT,500-599,500-599,,Bottom Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
038-12-7729,Male,ACT,,,24-29,Top Half,2.50-2.99,No,College Owned/Operated,No,No,No
359-77-5219,Female,ACT,,,24-29,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
940-76-8271,Male,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,Yes,No,No
276-69-1576,Male,ACT,,,12-17,Top Quarter,3.75+,Yes,Off-Campus,No,Yes,Yes
731-90-0811,Male,SAT,400-499,400-499,,,3.50-3.74,No,Off-Campus,No,No,No
017-95-4137,Female,SAT,400-499,400-499,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
455-22-8114,Female,ACT,,,12-17,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
622-85-3319,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,Yes,No,No
648-64-1912,Male,ACT,,,18-23,,3.50-3.74,No,College Owned/Operated,No,No,Yes
304-35-0557,Male,SAT,600-699,500-599,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
930-36-3095,Female,SAT,500-599,500-599,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
198-27-4153,Male,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
016-43-4939,Male,ACT,,,18-23,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
385-54-4141,Male,ACT,,,12-17,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
008-05-6644,Male,ACT,,,12-17,Top 10,2.0-2.49,No,College Owned/Operated,No,No,Yes
665-24-0570,Female,SAT,500-599,400-499,,,3.75+,No,College Owned/Operated,No,No,Yes
101-85-5933,Female,ACT,,,24-29,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
275-66-5250,Female,SAT,500-599,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
555-37-2269,Female,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
015-59-0284,Female,SAT,500-599,500-599,,Top Half,3.25-3.49,No,College Owned/Operated,Yes,No,Yes
612-29-9493,Male,SAT,600-699,600-699,,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
130-31-0957,Male,SAT,400-499,600-699,,,2.50-2.99,No,College Owned/Operated,No,No,Yes
123-53-1231,Female,SAT,400-499,400-499,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
254-98-2970,Male,ACT,,,18-23,Top 10,2.0-2.49,No,College Owned/Operated,No,No,Yes
089-11-6064,Male,SAT,600-699,500-599,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
877-94-8291,Female,SAT,500-599,400-499,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
310-33-7507,Male,SAT,700-800,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
704-90-1372,Male,SAT,600-699,400-499,,Top 10,3.50-3.74,No,College Owned/Operated,No,No,Yes
032-41-3418,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
925-15-5273,Male,SAT,400-499,500-599,,Top Half,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
068-42-0599,Male,SAT,400-499,500-599,,Bottom Quarter,1.0-1.99,No,College Owned/Operated,No,No,No
794-12-5822,Male,ACT,,,18-23,Top Half,3.75+,No,College Owned/Operated,No,No,No
187-79-9208,Female,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
266-69-6616,Male,SAT,500-599,600-699,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
353-23-7846,Female,ACT,,,18-23,Top Half,3.00-3.24,Yes,College Owned/Operated,No,No,No
308-68-9988,Male,SAT,500-599,600-699,,Top 10,1.0-1.99,No,College Owned/Operated,Yes,No,No
413-75-7267,Female,SAT,400-499,500-599,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
192-07-3378,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,No
421-13-3103,Male,ACT,,,24-29,Top Half,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
327-46-5135,Male,ACT,,,18-23,Top Quarter,2.50-2.99,No,Off-Campus,No,No,Yes
742-24-3675,Female,SAT,600-699,500-599,,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
160-37-8381,Male,ACT,,,30-36,,3.00-3.24,No,College Owned/Operated,No,No,Yes
909-09-1480,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
421-66-7086,Male,ACT,,,24-29,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
476-09-6321,Female,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
196-80-5385,Female,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
089-87-6279,Male,SAT,500-599,600-699,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
138-42-2998,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
608-74-8848,Female,ACT,,,30-36,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
538-45-0231,Male,SAT,500-599,400-499,,,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
220-06-4152,Male,SAT,600-699,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
281-30-5302,Female,SAT,500-599,500-599,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
761-42-9123,Male,SAT,400-499,400-499,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
376-62-4193,Female,SAT,500-599,400-499,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
729-04-5418,Female,ACT,,,18-23,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
205-71-0878,Male,SAT,500-599,600-699,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
397-01-1434,Male,SAT,600-699,500-599,,Top Quarter,3.25-3.49,No,Off-Campus,No,No,Yes
635-56-5559,Female,SAT,500-599,400-499,,,1.0-1.99,No,College Owned/Operated,No,Yes,Yes
263-55-5016,Female,ACT,,,12-17,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
928-71-8234,Female,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
063-95-2772,Male,ACT,,,12-17,,3.00-3.24,No,Off-Campus,Yes,No,No
567-79-5164,Female,ACT,,,12-17,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
269-81-1423,Male,SAT,600-699,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
390-39-9450,Male,ACT,,,12-17,,3.25-3.49,Yes,College Owned/Operated,No,No,No
128-99-6612,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,No,No,Yes
276-88-9355,Male,ACT,,,12-17,,1.0-1.99,No,College Owned/Operated,No,No,Yes
705-90-8051,Female,ACT,,,18-23,,1.0-1.99,Yes,College Owned/Operated,No,No,Yes
532-69-2292,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
522-03-6788,Female,SAT,300-399,500-599,,Top 10,2.50-2.99,No,College Owned/Operated,No,No,Yes
121-07-4299,Female,ACT,,,18-23,,3.00-3.24,No,Off-Campus,No,No,No
723-47-3886,Male,ACT,,,18-23,Top Quarter,3.75+,No,College Owned/Operated,No,No,Yes
764-45-7808,Male,SAT,400-499,500-599,,Top Quarter,2.50-2.99,No,Off-Campus,No,Yes,Yes
496-53-4386,Male,ACT,,,18-23,,3.25-3.49,No,Off-Campus,No,No,Yes
045-72-0290,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
974-96-5273,Female,ACT,,,30-36,Top Half,3.25-3.49,No,College Owned/Operated,No,No,No
734-98-5500,Male,SAT,500-599,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
861-35-4126,Male,ACT,,,18-23,Bottom Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
452-21-4992,Female,ACT,,,18-23,Top Quarter,3.50-3.74,No,College Owned/Operated,Yes,Yes,Yes
114-99-1219,Female,SAT,700-800,500-599,,Top 10,3.75+,No,College Owned/Operated,No,No,Yes
186-52-4492,Male,ACT,,,12-17,,3.50-3.74,No,College Owned/Operated,No,No,Yes
591-00-1038,Female,SAT,500-599,500-599,,Bottom Quarter,1.0-1.99,No,Off-Campus,No,No,No
264-86-8593,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
631-61-7745,Female,ACT,,,18-23,,3.75+,No,Off-Campus,No,No,Yes
218-96-4771,Male,ACT,,,24-29,Top 10,3.75+,No,College Owned/Operated,No,No,No
358-16-3036,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
890-73-5260,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
195-60-8412,Male,ACT,,,30-36,,2.50-2.99,No,College Owned/Operated,No,No,Yes
763-67-3681,Female,ACT,,,18-23,,2.0-2.49,No,Off-Campus,Yes,Yes,Yes
930-53-6218,Female,ACT,,,18-23,Bottom Half,3.75+,No,College Owned/Operated,No,No,Yes
769-58-4638,Female,ACT,,,30-36,,3.75+,No,College Owned/Operated,No,No,Yes
363-16-8935,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
380-00-3819,Male,ACT,,,12-17,,2.50-2.99,No,College Owned/Operated,No,No,Yes
242-31-3316,Male,SAT,500-599,500-599,,Bottom Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
267-51-8789,Female,SAT,500-599,600-699,,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
485-73-1190,Female,SAT,500-599,500-599,,,3.50-3.74,No,Off-Campus,No,Yes,No
897-26-1788,Female,SAT,400-499,600-699,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
293-07-4982,Female,SAT,600-699,500-599,,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
506-16-0969,Male,SAT,600-699,600-699,,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,No
675-86-1921,Male,ACT,,,24-29,,3.00-3.24,No,College Owned/Operated,No,No,Yes
200-39-5661,Male,ACT,,,30-36,,1.0-1.99,No,Off-Campus,No,No,Yes
137-41-1128,Female,ACT,,,18-23,Top Quarter,1.0-1.99,No,Off-Campus,No,No,Yes
388-31-0260,Female,SAT,400-499,400-499,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
583-37-2475,Female,SAT,400-499,500-599,,,3.50-3.74,No,College Owned/Operated,No,No,Yes
419-36-2580,Male,ACT,,,12-17,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
607-06-9725,Male,ACT,,,24-29,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
135-65-1589,Female,ACT,,,18-23,Top Half,2.0-2.49,Yes,College Owned/Operated,No,No,Yes
244-81-2660,Male,SAT,500-599,400-499,,Top Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
025-30-7350,Male,SAT,500-599,500-599,,Top Half,3.75+,No,College Owned/Operated,No,No,Yes
680-98-8609,Male,ACT,,,18-23,,3.75+,Yes,College Owned/Operated,No,No,Yes
755-22-6666,Male,ACT,,,18-23,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,No
340-88-9628,Male,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,No
276-80-7496,Male,ACT,,,12-17,Top Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
543-68-5167,Male,ACT,,,24-29,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,Yes
938-68-0453,Male,ACT,,,12-17,,3.75+,No,College Owned/Operated,No,No,Yes
558-26-0216,Male,SAT,600-699,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
232-49-7001,Male,ACT,,,24-29,,3.25-3.49,No,College Owned/Operated,No,No,Yes
746-26-1785,Female,SAT,500-599,500-599,,,3.75+,No,Off-Campus,No,No,Yes
405-84-5008,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,Yes
936-13-5261,Male,SAT,400-499,600-699,,,3.00-3.24,No,College Owned/Operated,No,No,Yes
184-87-6124,Male,ACT,,,12-17,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
828-29-3874,Male,SAT,500-599,500-599,,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,No,Yes
082-73-6072,Female,ACT,,,24-29,,1.0-1.99,No,College Owned/Operated,No,No,Yes
018-64-2905,Male,SAT,500-599,500-599,,,3.75+,No,College Owned/Operated,No,No,Yes
408-77-5708,Male,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
290-93-6396,Male,ACT,,,18-23,Top Half,2.50-2.99,Yes,College Owned/Operated,No,No,Yes
531-55-5796,Female,ACT,,,30-36,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
657-92-3385,Female,ACT,,,18-23,Top Half,3.00-3.24,No,Off-Campus,No,No,Yes
518-82-4897,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,Yes,No,Yes
321-19-7821,Female,ACT,,,18-23,Top Quarter,3.00-3.24,No,College Owned/Operated,No,No,Yes
980-30-8280,Female,ACT,,,18-23,,3.00-3.24,No,College Owned/Operated,No,No,Yes
596-12-5690,Female,SAT,500-599,400-499,,Bottom Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
063-23-8668,Male,SAT,400-499,500-599,,Bottom Quarter,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
380-27-4984,Female,SAT,600-699,500-599,,Bottom Half,3.00-3.24,No,College Owned/Operated,No,Yes,No
901-68-2708,Male,ACT,,,30-36,,3.50-3.74,No,College Owned/Operated,No,Yes,Yes
830-43-5008,Male,SAT,500-599,500-599,,Top 10,2.50-2.99,No,College Owned/Operated,No,No,No
782-06-7772,Female,SAT,500-599,400-499,,,3.75+,No,College Owned/Operated,No,No,No
451-63-0403,Male,ACT,,,24-29,,2.0-2.49,No,College Owned/Operated,No,No,Yes
746-64-1598,Female,SAT,500-599,500-599,,,3.25-3.49,No,College Owned/Operated,No,No,Yes
519-32-3508,Male,ACT,,,12-17,,3.00-3.24,No,College Owned/Operated,No,No,Yes
105-56-6441,Male,ACT,,,18-23,Top Half,3.25-3.49,No,College Owned/Operated,No,No,Yes
855-68-8344,Male,SAT,600-699,500-599,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
193-01-0183,Male,SAT,500-599,500-599,,,2.0-2.49,No,College Owned/Operated,No,Yes,Yes
948-86-0518,Female,ACT,,,18-23,,1.0-1.99,No,College Owned/Operated,No,No,No
065-52-4616,Female,SAT,400-499,500-599,,,3.50-3.74,Yes,Off-Campus,No,Yes,Yes
494-40-8825,Male,SAT,500-599,300-399,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
837-64-4075,Female,ACT,,,12-17,Bottom Quarter,2.50-2.99,No,Off-Campus,No,No,Yes
575-40-5329,Male,ACT,,,18-23,,3.75+,No,College Owned/Operated,No,No,Yes
438-03-7484,Female,ACT,,,30-36,,3.00-3.24,No,College Owned/Operated,No,No,Yes
282-70-5122,Male,ACT,,,18-23,,3.25-3.49,No,College Owned/Operated,No,No,Yes
245-75-8336,Female,SAT,400-499,500-599,,Top Quarter,2.0-2.49,No,Off-Campus,No,No,Yes
981-40-5005,Female,ACT,,,18-23,Bottom Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
259-54-3014,Female,ACT,,,24-29,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
047-80-8734,Male,ACT,,,18-23,Top Half,3.00-3.24,No,College Owned/Operated,No,No,Yes
368-35-9025,Female,ACT,,,30-36,Bottom Half,3.75+,No,Off-Campus,No,No,Yes
193-85-0119,Female,ACT,,,18-23,Top Half,3.25-3.49,Yes,College Owned/Operated,No,No,Yes
351-26-8487,Male,SAT,400-499,600-699,,,2.0-2.49,No,College Owned/Operated,No,No,Yes
079-40-8888,Male,SAT,500-599,400-499,,Bottom Half,3.50-3.74,No,College Owned/Operated,No,No,No
908-46-9016,Male,SAT,500-599,600-699,,,3.25-3.49,No,College Owned/Operated,No,No,No
473-94-8125,Male,ACT,,,24-29,Bottom Half,2.0-2.49,No,College Owned/Operated,No,No,Yes
555-99-8211,Male,SAT,500-599,500-599,,Top Half,2.50-2.99,No,College Owned/Operated,No,No,Yes
819-75-2303,Male,ACT,,,30-36,Top Half,1.0-1.99,No,College Owned/Operated,No,No,Yes
624-35-8375,Female,ACT,,,18-23,,2.0-2.49,No,College Owned/Operated,No,No,No
511-12-4822,Male,ACT,,,24-29,,3.50-3.74,No,College Owned/Operated,No,No,Yes
785-95-2126,Female,SAT,500-599,400-499,,,2.0-2.49,No,Off-Campus,No,No,Yes
461-14-3222,Male,ACT,,,12-17,,3.00-3.24,Yes,College Owned/Operated,No,No,Yes
211-97-6878,Male,ACT,,,18-23,Top Quarter,3.25-3.49,No,College Owned/Operated,No,No,Yes
155-01-2575,Female,ACT,,,18-23,,2.50-2.99,No,College Owned/Operated,No,No,Yes
